id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
87483113,2b5d3922-c580-4e87-bc0c-5c59359655ba,Sun Jul 18 2021 08:23:36 GMT+0800 (GMT+8),2021-07-18,2021-07-18 00:23:36 UTC,Perth,4294824,srwkim,ChanSK,2021-07-18 00:26:33 UTC,2021-07-19 04:49:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/87483113,https://inaturalist-open-data.s3.amazonaws.com/photos/144240635/medium.jpg,,"","",2,0,false,3,"Kuching, Sarawak, MY",1.541075,110.3502583333,11,,,,11,,,false,,,,Sarawak,Malaysia,Asiatische Tigermücke,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
102685667,fe024dee-459a-49e3-af8d-db26e277f0fc,2021-12-04 07:37:30,2021-12-04,2021-12-03 23:37:30 UTC,Kuala Lumpur,4354237,hobartwqh,Hobart WQH,2021-12-07 23:44:40 UTC,2024-11-28 02:33:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/102685667,https://inaturalist-open-data.s3.amazonaws.com/photos/171708036/medium.jpeg,,"",,3,0,false,2,"Marudi, Sarawak, Malaysia",4.030734299,114.7996535897,48,,,,48,,,false,,,,Sarawak,Malaysia,Elephant Mosquitoes,Toxorhynchites,Elephant Mosquitoes,Insecta,155464,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,,
102857935,1fe83406-ef3c-46f9-a971-a7f74eae2ac9,Sat Dec 11 2021 12:32:57 GMT+0800 (GMT+8),2021-12-11,2021-12-11 04:32:57 UTC,Beijing,4294824,srwkim,ChanSK,2021-12-11 06:55:03 UTC,2021-12-11 06:55:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/102857935,https://inaturalist-open-data.s3.amazonaws.com/photos/172029607/medium.jpg,,"","",0,0,false,3,"Borneo, Kuching, Sarawak, MY",1.5409866667,110.350205,8,,,,8,,,false,,,,Sarawak,Malaysia,"",Aedes,,Insecta,62989,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,,
104155002,940b70d7-26da-4606-b466-83f0085e5331,2022-01-02 11:10:10,2022-01-02,2022-01-02 03:10:10 UTC,Kuala Lumpur,5151950,oliver_wong_zhong_xuan,OLIVER WONG ZHONG XUAN Moe,2022-01-02 03:13:36 UTC,2022-01-02 03:13:42 UTC,needs_id,,https://www.inaturalist.org/observations/104155002,https://static.inaturalist.org/photos/174494512/medium.jpeg,,"",,0,0,false,2,"Pekan Sibu, 96000 Sibu, Sarawak, 马来西亚",2.3080176,111.8457116,20,,,,20,,,false,,,,Sarawak,Malaysia,蚊科,Culicidae,Mosquitoes,Insecta,52134,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,
108281124,87c84478-e09b-432f-a169-7f122aba6786,Mon Dec 06 2021 15:25:03 GMT+0800 (GMT+8),2021-12-06,2021-12-06 07:25:03 UTC,Kuala Lumpur,1756223,junglepearl,Pearl Ee,2022-03-10 03:31:29 UTC,2024-07-31 10:18:32 UTC,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/108281124,https://inaturalist-open-data.s3.amazonaws.com/photos/182281018/medium.jpg,,"",Newly emerged from pupa. ,1,0,false,3,"Sarawak, MY",1.7402912516,110.1584090932,164,,,,31444,obscured,,true,,,,Sarawak,Malaysia,Elephant Mosquitoes,Toxorhynchites,Elephant Mosquitoes,Insecta,155464,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,,
112186713,3a519706-e0ea-40cc-8697-7d99080ea878,2009/07/08 10:52 AM,2009-07-08,2009-07-08 02:52:00 UTC,Asia/Kuching,1974438,marathontomay,"",2022-04-20 19:37:29 UTC,2023-07-11 14:38:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/112186713,https://inaturalist-open-data.s3.amazonaws.com/photos/189474744/medium.jpeg,,"",,1,0,false,,"Bahagian Kuching, Sarawak, Malaysia",1.7296794957,110.446845244,31,,,,31,,,false,,,,Sarawak,Malaysia,Mosquitoes,Culicidae,Mosquitoes,Insecta,52134,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,
112929528,1d161935-d3f6-4bba-ac2f-4f25804e922b,2022-04-25 20:15:27,2022-04-25,2022-04-25 12:15:27 UTC,Asia/Kuching,4354237,hobartwqh,Hobart WQH,2022-04-26 04:02:47 UTC,2024-11-28 02:33:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/112929528,https://inaturalist-open-data.s3.amazonaws.com/photos/190790502/medium.jpeg,,"",,0,0,false,2,"Sarawak, MY",1.5898500259,110.3330880045,13,,,,31446,obscured,,true,gps,gps,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
117733487,c14b5f13-9ebd-4f99-b516-ddff38aa2387,2022-05-15 09:53:14,2022-05-15,2022-05-15 01:53:14 UTC,Asia/Kuching,4354237,hobartwqh,Hobart WQH,2022-05-19 14:56:32 UTC,2024-11-28 02:33:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/117733487,https://inaturalist-open-data.s3.amazonaws.com/photos/198863519/medium.jpeg,,"",,0,0,false,2,"Sarawak, MY",1.4666796054,110.3729651317,12,,,,31446,obscured,,true,gps,gps,,Sarawak,Malaysia,Culicine Mosquitoes,Culicinae,Culicine Mosquitoes,Insecta,357355,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,
140451939,0ed94888-1c04-4133-9a70-a2e532314821,2022-10-30 08:36:27+08:00,2022-10-30,2022-10-30 00:36:27 UTC,Asia/Kuching,4294824,srwkim,ChanSK,2022-10-30 00:56:44 UTC,2022-10-30 00:56:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/140451939,https://inaturalist-open-data.s3.amazonaws.com/photos/240422821/medium.jpg,,"","",0,0,false,3,"Borneo, Kuching, Sarawak, MY",1.5410533333,110.3503116667,4,,,,4,,,false,,,,Sarawak,Malaysia,"",Aedes,,Insecta,62989,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,,
141361004,a3e73fb6-3efc-4178-b4ab-6764883f4e89,2022-11-05 09:43:21+08:00,2022-11-05,2022-11-05 01:43:21 UTC,Asia/Kuching,4294824,srwkim,ChanSK,2022-11-07 11:09:48 UTC,2022-11-07 11:09:55 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/141361004,https://inaturalist-open-data.s3.amazonaws.com/photos/242155775/medium.jpg,,"","",0,0,false,3,"Borneo, Kuching, Sarawak, MY",1.5410283333,110.35028,4,,,,4,,,false,,,,Sarawak,Malaysia,"",Aedes,,Insecta,62989,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,,
147161807,81db942f-c5d7-4338-845d-35f3f4c147bf,2023-01-23 09:49:19,2023-01-23,2023-01-23 01:49:19 UTC,Asia/Kuching,890554,ongzi,Ong Jyh Seng,2023-01-23 01:53:30 UTC,2023-01-23 01:53:44 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/147161807,https://inaturalist-open-data.s3.amazonaws.com/photos/253174590/medium.jpeg,,"",,0,0,false,2,"Sarikei, Sarawak, Malaysia",2.1144555556,111.5225416667,,,,,,,,false,gps,gps,,Sarawak,Malaysia,Aedes albopictus,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
149903185,0eb3325d-ebfd-4ae0-a64b-90e696f981fe,2023/02/23 18:17,2023-02-23,2023-02-23 10:17:00 UTC,Asia/Kuching,1589672,proudfish,孫穩翔,2023-02-28 14:02:56 UTC,2023-03-03 12:25:39 UTC,needs_id,,https://www.inaturalist.org/observations/149903185,https://static.inaturalist.org/photos/258381472/medium.jpeg,,"","",1,0,false,,馬來西亞砂拉越美里省,4.0417522552,114.8124747813,122,,,,122,,,false,,,,Sarawak,Malaysia,叢蚊屬,Armigeres,,Insecta,155313,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Armigeres,,
158565635,9e5d1f64-f15c-4330-8bb2-c67374dd07b1,2023-05-01 10:43:51+08:00,2023-05-01,2023-05-01 02:43:51 UTC,Asia/Kuching,4294824,srwkim,ChanSK,2023-05-01 10:22:50 UTC,2023-05-01 10:55:20 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/158565635,https://inaturalist-open-data.s3.amazonaws.com/photos/274025527/medium.jpg,,"",Larva within Nepenthes ,1,0,false,3,"Borneo, Kuching, Sarawak, MY",1.5993866667,110.1905133333,25,,,,25,,,false,,,,Sarawak,Malaysia,Elephant Mosquitoes,Toxorhynchites,Elephant Mosquitoes,Insecta,155464,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,,
162475975,bd11e624-db5b-43d8-a230-583019d1ff79,2023/03/13 6:35 PM,2023-03-13,2023-03-13 10:35:00 UTC,Asia/Kuching,1230411,msone,MSOne,2023-05-19 13:58:50 UTC,2023-05-19 18:20:54 UTC,needs_id,,https://www.inaturalist.org/observations/162475975,https://inaturalist-open-data.s3.amazonaws.com/photos/280938239/medium.jpg,,"",,1,0,false,,"Nanga Merit, Sarawak, Malaysia",2.2836666667,113.031995,,,,,,,,false,,,,Sarawak,Malaysia,Armigeres,Armigeres,,Insecta,155313,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Armigeres,,
181898632,105fec9d-6f93-45f1-8f07-299dc5c68db8,2023-08-24 22:41:00,2023-08-24,2023-08-24 14:41:00 UTC,Asia/Kuching,4354237,hobartwqh,Hobart WQH,2023-09-05 12:45:25 UTC,2024-11-28 02:33:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/181898632,https://inaturalist-open-data.s3.amazonaws.com/photos/317049870/medium.jpeg,,"",,0,0,false,2,"Sarawak, MY",2.3019707452,111.8686671585,16,,,,31438,obscured,,true,gps,gps,,Sarawak,Malaysia,Culex,Culex,,Insecta,130033,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,,
194698136,1aae529f-7191-4c62-a92b-477d506565c8,2023-06-14 23:01:30-04:00,2023-06-15,2023-06-15 03:01:30 UTC,Asia/Kuching,6692839,thirty_legs,,2023-12-24 00:46:23 UTC,2023-12-25 20:05:37 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/194698136,https://inaturalist-open-data.s3.amazonaws.com/photos/342308157/medium.jpg,,"","",0,0,false,3,"Sarawak, MY",1.6503029198,110.4078534345,71,,,,31444,obscured,,true,,"",,Sarawak,Malaysia,Armigeres subalbatus,Armigeres subalbatus,,Insecta,155302,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Armigeres,Armigeres subalbatus,
198642240,0c0af1c4-286c-4c5d-b853-78749f4dd62b,2024-02-07 15:32:11+08:00,2024-02-07,2024-02-07 07:32:11 UTC,Asia/Kuching,7747531,joelchy,,2024-02-07 12:07:30 UTC,2024-02-08 03:18:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/198642240,https://inaturalist-open-data.s3.amazonaws.com/photos/350158583/medium.jpg,,"","",1,0,false,3,"Borneo, Miri, Sarawak, MY",4.4357033333,113.99627,61,,,,61,,,false,,,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
199051582,8b8a3ee5-badc-4908-84b1-4f576d54279f,2024-02-12 07:14:05,2024-02-12,2024-02-11 23:14:05 UTC,Asia/Kuching,890554,ongzi,Ong Jyh Seng,2024-02-11 23:31:19 UTC,2024-03-20 07:58:26 UTC,needs_id,CC-BY-SA,https://www.inaturalist.org/observations/199051582,https://inaturalist-open-data.s3.amazonaws.com/photos/350957644/medium.jpeg,,"",,1,0,false,2,"Sarikei, Sarawak, Malaysia",2.1144222222,111.5226277778,,,,,,,,false,gps,gps,,Sarawak,Malaysia,Culex,Culex,,Insecta,130033,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,,
200260713,a770f856-7296-4062-9a9f-0925435d4932,2024-02-20 15:59:35,2024-02-20,2024-02-20 07:59:35 UTC,Asia/Kuching,7739895,hazels1m,Hazel Sim,2024-02-24 09:20:49 UTC,2024-02-24 09:20:57 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/200260713,https://inaturalist-open-data.s3.amazonaws.com/photos/353290772/medium.jpeg,,"",,0,0,false,2,Miri,4.399413887,113.9913829789,54043,,,,54043,,,false,gps,gps,,Sarawak,Malaysia,Aedes,Aedes,,Insecta,62989,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,,
217186154,32bf60b3-4c6d-42fa-8b3e-53ec1d2757dc,2023/05/21 5:02 PM,2023-05-21,2023-05-21 09:02:00 UTC,Asia/Kuching,5282259,naturaldudeguy,Natural DudeGuy,2024-05-21 00:08:23 UTC,2024-05-21 00:08:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/217186154,https://inaturalist-open-data.s3.amazonaws.com/photos/384182668/medium.jpg,,"",,0,0,false,,"Kuching, Sarawak, Malaysia",1.5557497659,110.359725428,29250,,,,29250,,,false,,,,Sarawak,Malaysia,Armigeres,Armigeres,,Insecta,155313,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Armigeres,,
218748137,db4fec39-a9be-44b3-8866-7bc1fd9d84d7,2017/06/12 9:32 AM,2017-06-12,2017-06-12 01:32:00 UTC,Asia/Kuching,677594,nakarb,Nikolai Vladimirov,2024-05-27 21:22:58 UTC,2024-05-27 21:22:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/218748137,https://inaturalist-open-data.s3.amazonaws.com/photos/387110841/medium.jpg,,"",,0,0,false,,"Kuching, Sarawak, Malaysia",1.7569470028,110.319288969,55,,,,55,,,false,,,,Sarawak,Malaysia,Armigeres,Armigeres,,Insecta,155313,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Armigeres,,
219059785,34ed5762-b8a6-4c27-a35e-2a6357bf7561,2023/08/21 1:21 PM,2023-08-21,2023-08-21 05:21:00 UTC,Asia/Kuching,5282259,naturaldudeguy,Natural DudeGuy,2024-05-29 06:41:14 UTC,2024-12-25 08:44:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/219059785,https://inaturalist-open-data.s3.amazonaws.com/photos/387702451/medium.jpg,,"",,1,0,false,,"Kuching, Sarawak, Malaysia",1.5557497659,110.359725428,29250,,,,29250,,,false,,,,Sarawak,Malaysia,Armigeres,Armigeres,,Insecta,155313,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Armigeres,,
235693326,d81c7aab-2687-45fc-8a4d-7bbb7553bf11,2023-08-26 14:10:01+08:00,2023-08-26,2023-08-26 06:10:01 UTC,Asia/Kuching,7727242,huangdacong,黄大葱,2024-08-14 10:23:45 UTC,2024-08-14 10:23:50 UTC,needs_id,,https://www.inaturalist.org/observations/235693326,https://static.inaturalist.org/photos/419202030/medium.jpeg,,"","",0,0,false,3,"Kuching, MY-SK, MY",1.6122416667,110.1955033333,4,,,,4,,,false,,,,Sarawak,Malaysia,"",Toxorhynchites splendens,,Insecta,155448,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,Toxorhynchites splendens,
237459872,f397ac2f-59c6-4d47-a91c-399f8eedfe7b,2024/07/30 4:19 PM,2024-07-30,2024-07-30 08:19:00 UTC,Asia/Kuching,155951,tom-kirschey,Tom Kirschey,2024-08-23 14:08:11 UTC,2025-01-28 13:27:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/237459872,https://inaturalist-open-data.s3.amazonaws.com/photos/422609987/medium.jpeg,,"",on Bronchocela,0,0,false,,"Bahagian Miri, Sarawak, Malaysia",4.0390598315,114.8182498883,6,,,,6,,,false,,,,Sarawak,Malaysia,Culicidae,Culicidae,Mosquitoes,Insecta,52134,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,
238613721,fd12a3ac-f30c-41f1-8cbf-aaaa5f62cee0,2024-08-10 21:33:33,2024-08-10,2024-08-10 13:33:33 UTC,Asia/Kuching,261582,kyongman,Kyongman Heo,2024-08-29 15:58:03 UTC,2024-08-30 02:54:02 UTC,needs_id,,https://www.inaturalist.org/observations/238613721,https://static.inaturalist.org/photos/424835682/medium.jpeg,,"",,1,0,false,2,"Petra Jaya, Kuching, Sarawak, 말레이시아",1.5922892997,110.2199703997,,,,,,,,false,gps,gps,,Sarawak,Malaysia,Toxorhynchites,Toxorhynchites,Elephant Mosquitoes,Insecta,155464,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Toxorhynchites,,
247464880,558e63d2-c115-46e6-949a-14793add706c,2024/10/13 11:28 PM,2024-10-13,2024-10-13 15:28:00 UTC,Asia/Kuching,4417823,mike_hooper,Mike Hooper,2024-10-15 13:03:01 UTC,2024-10-15 13:03:41 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/247464880,https://static.inaturalist.org/photos/441984055/medium.jpg,,"",,0,0,false,,"Kuching, Sarawak, Malaysia",1.7477833333,110.311335,,,,,,,,false,,,,Sarawak,Malaysia,Culicine Mosquitoes,Culicinae,Culicine Mosquitoes,Insecta,357355,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,,
248004072,2ce95c7f-e4ed-41a2-8171-d964f06a05e1,2024-10-19 10:17:44,2024-10-19,2024-10-19 02:17:44 UTC,Asia/Kuching,4354237,hobartwqh,Hobart WQH,2024-10-19 02:39:35 UTC,2024-11-28 02:33:47 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/248004072,https://inaturalist-open-data.s3.amazonaws.com/photos/443046162/medium.jpeg,,"",,0,0,false,2,"Sarawak, MY",2.213445611,111.8873113627,5,,,,31438,obscured,,true,gps,gps,,Sarawak,Malaysia,Asian Tiger Mosquito,Aedes albopictus,Asian Tiger Mosquito,Insecta,62984,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes albopictus,
250267415,14199897-f1d1-4f24-a2c4-2835196e3f26,2024/10/19 7:07 PM,2024-10-19,2024-10-19 11:07:00 UTC,Asia/Kuching,4417823,mike_hooper,Mike Hooper,2024-11-03 10:23:19 UTC,2024-11-03 11:43:20 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/250267415,https://static.inaturalist.org/photos/447557354/medium.jpg,,"",,1,0,false,,"Kuching, Sarawak, Malaysia",1.7471983333,110.31154,,,,,,,,false,,,,Sarawak,Malaysia,Common house mosquito,Culex pipiens,Common house mosquito,Insecta,130032,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex pipiens,
